text,expected,predicted,confidence,top1_similarity,auto_handle,reasons,reply
my phone keep changing “it” into “i.t” what’s good with that @AppleSupport,app_software_issue,app_software_issue,0.3561246825216927,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 can you please fix iOS 11?! It's been a nightmare since the release.,app_software_issue,app_software_issue,0.37480460790595654,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport and my apps and home screen are constantly freezing,app_software_issue,app_software_issue,0.3209911616833948,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Happening on both. How do you sign out on iPhone?,account_login_access,account_login_access,0.5305944184036235,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
I HATE THIS AUTO BRIGHTNESS BULLSHIT ON IOS 11 ... HOW DO I TAKE IT OFF ?!?!?!?! @115858,app_software_issue,app_software_issue,0.28398025258251536,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport It's this mail app... with 993 messages https://t.co/cASYqrliH4,app_software_issue,app_software_issue,0.29858132792018255,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Apple turkey organization can not solve a problem in 3 months @115858,general_support,general_support,0.2656280571661638,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Now my contacts have issues thanks for nothing Apple,app_software_issue,app_software_issue,0.2181878999389323,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I can no longer turn off notifications for all apps at one time?,app_software_issue,app_software_issue,0.23693889538459773,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport This is what comes up when I️ type “I️” https://t.co/Ou79whRZsT,app_software_issue,general_support,0.35398023874819506,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport No, I’ve tried it both ways. Even when iTunes is open, they don’t work.",device_hardware,device_hardware,0.32586523590519884,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Updated my phone and the capital i still doesn’t work @AppleSupport,app_software_issue,app_software_issue,0.31690336622638066,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@245209 @AppleSupport Glad this was a help. Hopefully there is a real fix soon.,general_support,app_software_issue,0.2650450092274475,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport love how #iOS11 has ruined my iPhone7. https://t.co/sePLfUPujF,app_software_issue,general_support,0.27156647509885523,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
I️ is the worst thing @115858 has ever done to me https://t.co/VgAUobeBND,app_software_issue,app_software_issue,0.34272646553018976,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 there’s an issue with the accessibility zoom in IOS 11.0.2.,app_software_issue,app_software_issue,0.3487457117601425,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport having so many issues with my iPhone X already 😭,device_hardware,device_hardware,0.3707568072564057,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport GET THIS THING TO FIX MY I️’s BEFORE I️ RAISE HELL,app_software_issue,app_software_issue,0.30178137956808265,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I restarted it and my whole library was there...thank you!!,subscription_service,general_support,0.2648051591870796,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport can you fix your fucking code because this I️ shit is getting annoying,app_software_issue,app_software_issue,0.27729787435435344,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Thank you. Do I turn be notifications back on after?,app_software_issue,app_software_issue,0.28082760178590815,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I did do all that. I don’t get anything from a vibration standpoint.,device_hardware,general_support,0.24980279885809784,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport iphone6plus App Store stuck trying to download @188,app_software_issue,app_software_issue,0.24225916284300641,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I fixed it don't worry I basically should be an apple genius,general_support,general_support,0.34137293454987,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
all my messages are clumped at the very bottom 😫 @AppleSupport fix thissss,app_software_issue,app_software_issue,0.3134989891823848,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport i received this email today!! is it fake?!! https://t.co/Z8ciP5kOxU,general_support,general_support,0.422435230951438,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport why isn’t there any sound while your screen recording on FaceTime fix that 😑,app_software_issue,app_software_issue,0.35028642572818347,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Under phone it says audio at 14% all rest are under 10%,general_support,general_support,0.3454706139491302,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport it is a regular message because it is going to a Samsung user,general_support,app_software_issue,0.26268662106165513,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
iPhone now doesn’t wake up when clicking on the button @AppleSupport,device_hardware,device_hardware,0.3818343697484169,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
this update has me messed up @115858 why is my “I️” turned into A with a box🙄,app_software_issue,app_software_issue,0.3425305774688171,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
So can yall like fix this glitch with the letter I @AppleSupport,app_software_issue,app_software_issue,0.39081919916972735,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Somebody help me delete this question mark box @115858 put on here 😩,app_software_issue,app_software_issue,0.37523713628587085,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Dear @AppleSupport your iOS update 11.2 broke my visual voicemail. https://t.co/JTJt5dGYKf,app_software_issue,general_support,0.27688785544931976,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 since update to iOS 11 my iPhone 6s won't #charge #battery properly. Will this be fixed in future updates.,device_hardware,device_hardware,0.40623062051006026,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Dear @AppleSupport the new iOS thinks I’m driving when I’m riding the NYC subway. How do I make it stop that?,app_software_issue,app_software_issue,0.35807161708894886,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Yeah. I did that. Will that download all previously uploaded photos and videos to my device now?,app_software_issue,app_software_issue,0.2534105201215583,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Hey @115858 &amp; @AppleSupport, why is my phone changing my capital I️’s into question marks???",app_software_issue,app_software_issue,0.32570853262022803,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Bought a new macbook pro just 2 mounts ago and the ""n"" key isn't working properly. @115858 I'm coming.. @AppleSupport",device_hardware,device_hardware,0.41519801382610944,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
fix your broken ass keybord @AppleSupport !!!!!!!!! i’m sick of my i’s turning into some weird shit,app_software_issue,app_software_issue,0.3595126024233681,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 your new update for the iPhone is killing my battery- 66% and I’ve hardly used it this morning,device_hardware,device_hardware,0.42722184858114304,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I’m also unable to see who an incoming caller is because the font color on the name doesn’t invert.,app_software_issue,app_software_issue,0.3187376928943477,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 any idea how much a screen replacement for an Apple Watch series 2 (38mm) is? As your custoner service don't...,device_hardware,device_hardware,0.337229880478895,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Facing LOTS of frequent crashes in new Safari 11 (El Capitan, MBP Late 2011). Plz fix it asap.",app_software_issue,app_software_issue,0.2966080199949845,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport my brother unlocked my iPhone with Face ID and we are not even twins... #fail #iphonex #hacked,device_hardware,device_hardware,0.4374777474822712,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport i need help deleting photos off of my iPhone, but not losing the photos in my iCloud.",subscription_service,subscription_service,0.5628248151016825,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
I just can’t anymore. @AppleSupport my Apple Music is crashing. £15 down the drain becoz I can’t use it. Help!,app_software_issue,app_software_issue,0.22921716740558284,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
My iphone has been off the charger for 2 hours and is at 79%. God damnit @115858 do something right for a change,device_hardware,device_hardware,0.36039283920827364,0.9999999999999998,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport can’t updatepayment method with credit card after latest iOS update. Can’t update apps. What gives?,billing_payment,billing_payment,0.5757207988977329,1.0,False,low_intent_confidence|sensitive,Thanks for reaching out. I’m not confident I understood the issue. This appears to involve sensitive or account-specific information. I’m routing this to a support specialist rather than guessing.
There’s a glitch with this new update. How come I️ can’t put the letter “I️” without it making a box 🧐 @115858,app_software_issue,app_software_issue,0.37156653124286837,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Thanks! Yes- specifically iCal, and usually not doing anything other than viewing my days meetings/items.",app_software_issue,app_software_issue,0.248372181901174,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"I’ve installed the Apple update and now IG photos won’t work from my files to upload, help?! 😭 @126 @AppleSupport",app_software_issue,app_software_issue,0.28452809455405703,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Wait it’s not any apps, it reset itself earlier when I wasn’t even touching it..",device_hardware,device_hardware,0.38136068278292784,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport come on get it together with this new update and fix this battery draining issue! #ios1102,device_hardware,device_hardware,0.3185251032070006,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Unfortunately it still does it and now it even starts to ring a bit, even when on silent :)",device_hardware,device_hardware,0.44543729387291187,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport My battery drains much faster than before the update. Plus, how do I turn on autoplay on Podcast?",device_hardware,device_hardware,0.3112028703010841,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Anyone know why this happening it’s been doing it for like 24 hours now? @AppleSupport https://t.co/rGnyi5wSOb,general_support,app_software_issue,0.2566450691218088,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Me tiene loco la actualización de iOS. No funciona bien mi celular. Miro con ojos de deseo el S8! @AppleSupport,app_software_issue,app_software_issue,0.30466740198533365,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@115858 Since updating to iOS 11 on my iPhone 7S plus, the battery runs down quicker than before the update",device_hardware,device_hardware,0.375678726485354,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport can't log into Game Center and this msg keeps coming up. What does it mean? https://t.co/ID9Oc20xUy,account_login_access,app_software_issue,0.23548323867178203,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport It doesn’t focus, just did update and unfortunately it still does it. Only in portrait mode",device_hardware,device_hardware,0.40929048526106576,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,app_software_issue,app_software_issue,0.3842175307295231,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I have the mute switch on but still my camera shutter sound is on and it’s annoying please help 😂,device_hardware,device_hardware,0.3362327386162206,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Thanks for the reply. The version is 11.0.2. And the phone is always slow for all the apps☹️,app_software_issue,app_software_issue,0.260007123095024,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport what happened to the reminders? every time I create a new one it disappears as soon as I close the app,app_software_issue,app_software_issue,0.34075706503085323,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@115858 fix your iPhone 7+ headphone jack, snap crackling and popping is for cereal, not my headphones",device_hardware,device_hardware,0.40779910038332134,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@115858 something is wrong with google map,current location show always wrong in apple phones.",app_software_issue,app_software_issue,0.32208297306765254,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@534027 @AppleSupport yup! My phone has been freezing and acting up lately. Not getting rid of my 5s, suck it Apple!!",app_software_issue,app_software_issue,0.323576492548505,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport @532993 The battery backup is so poor while using iOS 11. I would love to degrade it to iOS 10. #help,device_hardware,app_software_issue,0.26159174302954513,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport iPhone 8 plus continually restarting itself. Sounds and haptics turn off by themselves. Help?!?,device_hardware,device_hardware,0.4538786529790271,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport why do I keep getting this as a text suggestion? The A ? https://t.co/tCmoa7V4kj,app_software_issue,app_software_issue,0.27597674901562275,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@358777 @AppleSupport I‘ve the same problems with staying connected to my wi-fi network with my iphone 7+.,app_software_issue,app_software_issue,0.2902385071971442,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Trying to figure out why the iPhone X won't let me restore my backup from my iPhone 7+ right now... cc: @AppleSupport,app_software_issue,app_software_issue,0.3011939888611533,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 please fix the ios 😭 my phone has been restarting since this morning and I’m so done,app_software_issue,app_software_issue,0.38921359074220635,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Gary,Sr.rep from userID support was supposed to call at 3:30 EST. Please call me! If my ID is not in recovery, where is it???",account_login_access,account_login_access,0.612207682537058,1.0,True,,"Thanks for reaching out. Based on similar support cases, the relevant next step was: @203373 We're happy to help! Join us in DM with more information about your case. https://t.co/GDrqU22YpT"
"Hey, @AppleSupport wondering why  Music is going crazy? Is there anything on the server or what? I’m about to lose my mind!",subscription_service,subscription_service,0.6030659206233685,1.0,True,,"Thanks for reaching out. Based on similar support cases, the relevant next step was: @237055 We're here to help you experience the best music. What's going on? Meet up with us in DM to continue, please. https://t.co/GDrqU22YpT"
@AppleSupport Nice that my mother in law bought a brand new ipad pro and the charging cord included was bad had to buy a new one.,device_hardware,device_hardware,0.35791364128282227,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Did anyone else update their phone and the “I️” turns into random symbols?? It’s driving me crazy. @AppleSupport please fix this!,app_software_issue,app_software_issue,0.37936797982696024,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
